CompanynameLatinalphabet,year,NACERev2corecode4digits,Tickersymbol,ISINnumber,Dateofincorporation,Latitude_new,Longitude_new,state,start_sup,end_sup,duration_days_sup,revenue_percent_sup,SOURCE_name_sup,SOURCE_ticker_sup,SOURCE_cusip_sup,SOURCE_isin,SOURCE_sedol,SOURCE_gind,SOURCE_gsubind,SOURCE_latitude,SOURCE_longitude,longorshort_sup,start_cus,end_cus,duration_days_cus,revenue_percent_cus,TARGET_name_cus,TARGET_ticker_cus,TARGET_cusip_cus,TARGET_isin,TARGET_sedol,longorshort_cus,TARGET_gind,TARGET_gsubind,TARGET_latitude,TARGET_longitude
PEBBLE BEACH SYSTEMS GROUP PLC,2020,2630,PEB,GB0001482891,2000,51.341725,-.463947,1,22may2020,22may2020,0,,EVS Broadcast Equipment SA,EVS,B3883A119,BE0003820371,B08CHG2,452010,45201020,50.591934,5.5572438,1,30oct2020,26sep2022,696,,nan,nan,nan,DE0001136208,4371597,2,,,,
RASPBERRY PI HOLDINGS PLC,2024,2620,RPI,GB00BS3DYQ52,2024,52.23743,.144855,1,,,,,,,,,,,,,,,07oct2024,01jan4000,721439,,Lansdowne Partners International Ltd.,nan,nan,DE0001136208,4371597,2,,,,
CSR LIMITED,2011,2630,CSR,GB0034147388,26mar2001,52.229838,.149453,1,12nov2011,13nov2013,732,,"QUALCOMM, Inc.",QCOM,747525103,US7475251036,2714923,,,,,2,29jun2011,07may2012,313,,nan,nan,nan,DE0001136208,4371597,1,,,,
ME GROUP INTERNATIONAL PLC,2023,2670,MEGP,GB0008481250,14sep1962,51.286828,-.383993,1,16aug2023,05feb2024,173,,Max Sight Group Holdings Ltd.,8483,G6053A103,KYG6053A1031,BYZQTZ8,253020,25302020,54.91153,-4.4656801,1,24may2023,22mar2024,303,,nan,nan,nan,DE0001136208,4371597,1,,,,
SMITHS GROUP PLC,2011,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,26apr2011,09dec2011,227,,"Spectrum Control, Inc.",SPEC.XX2,847615101,US8476151019,2833152,,,,,1,16jul2011,30nov2018,2694,,"Kingsbury, Inc.",nan,nan,DE0001136208,4371597,2,,,,
PETARDS GROUP PLC,2020,2630,PEG,GB00B4YL8F73,1994,51.238742,-.564677,1,17aug2020,29apr2022,620,,"Rekor Systems, Inc.",REKR,759419104,US7594191048,BJRFDJ0,,,,,2,12nov2020,01jan4000,722864,,Govia Thameslink Railway Ltd.,nan,nan,DE0001136208,4371597,2,,,,
SVF HOLDCO (UK) LIMITED,2012,2611,ARM,GB0000595859,1990,52.181766,.178906,1,01may2012,20sep2016,1603,,"RDA Microelectronics, Inc.",RDA,749394102,US7493941022,B58M8Z3,,,,,2,09apr2012,24apr2014,745,,"GlobalFoundries U.S., Inc.",nan,nan,DE0001136208,4371597,2,,,,
SMITHS GROUP PLC,2022,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,07aug2022,07aug2022,0,,NAK Sealing Technologies Corp.,9942,Y58264105,TW0009942003,6432834,201060,20106020,51.686569,25.491989,1,10aug2022,14oct2022,65,,North Atlantic Treaty Organisation,nan,nan,DE0001136208,4371597,1,,,,
SMITHS GROUP PLC,2022,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,07aug2022,10aug2022,3,,DCC Plc,DCC,G2689P101,IE0002424939,0242493,,,,,1,07aug2022,07aug2022,0,,North Atlantic Treaty Organisation,nan,nan,DE0001136208,4371597,1,,,,
GELION PLC,2022,2720,GELN,GB00BNBQZD59,2015,51.516959,-.095338,1,02mar2022,09mar2023,372,,"Eos Energy Enterprises, Inc.",EOSE,29415C101,US29415C1018,BN7KCQ3,,,,,2,25jul2022,20jul2023,360,,nan,nan,nan,DE0001136208,4371597,1,,,,
LPA GROUP PLC,2020,2712,LPA,GB0007320806,1961,52.020704,.255853,1,,,,,,,,,,,,,,,08oct2020,22apr2021,196,,nan,nan,nan,DE0001136208,4371597,1,,,,
LPA GROUP PLC,2024,2712,LPA,GB0007320806,1961,52.020704,.255853,1,,,,,,,,,,,,,,,04mar2024,01jan4000,721656,,Government of France,nan,nan,DE0001136208,4371597,2,,,,
ITM POWER PLC,2020,2790,ITM,GB00B0130H42,2004,53.398204,-1.443225,1,10mar2020,02mar2023,1087,,nan,nan,nan,nan,BPTK4T2,,,,,2,23oct2020,12oct2021,354,,Keele University,nan,nan,DE0001136208,4371597,1,,,,
SPECTRIS PLC,2018,2611,SXS,GB0003308607,04jun1986,51.512928,-.116346,1,14may2018,23apr2019,344,,BAE Systems Plc,BA,G06940103,GB0002634946,0263494,201010,20101010,51.385258,-.89736497,1,17apr2018,17apr2018,0,,Marenco Swisshelicopter Ltd.,nan,nan,DE0001136208,4371597,1,,,,
SPECTRIS PLC,2011,2611,SXS,GB0003308607,04jun1986,51.512928,-.116346,1,02aug2011,04may2012,276,,nan,nan,nan,nan,BPTK4T2,,,,,1,16jul2011,28aug2012,409,,"Maximax International, Inc.",nan,nan,DE0001136208,4371597,2,,,,
OXFORD INSTRUMENTS PLC,2012,2651,OXIG,GB0006650450,30sep1963,51.695371,-1.353309,1,23oct2012,23oct2012,0,,nan,nan,nan,nan,BPTK4T2,,,,,1,08aug2012,08aug2012,0,,"Ostendo Technologies, Inc.",nan,nan,DE0001136208,4371597,1,,,,
AUDIOBOOM GROUP PLC,2021,2630,BOOM,JE00BJYJFG60,2003,49.238,2.229,1,18mar2021,18mar2021,0,,Nielsen Holdings Ltd.,NLSN,G6518L108,GB00BWFY5505,BWFY550,,,,,1,09nov2021,09nov2021,0,,Podbean LLC,nan,nan,DE0001136208,4371597,1,,,,
THORPE (F W) PLC,2018,2740,TFW,GB00BC9ZLX92,26aug1936,52.312129,-1.893103,1,,,,,,,,,,,,,,,30jan2018,03dec2018,307,,Chanel SA,nan,nan,DE0001136208,4371597,1,,,,
IQE PLC,2011,2611,IQE,GB0009619924,01apr1999,51.530931,-3.087987,1,15jul2011,15jul2011,0,,"AXT, Inc.",AXTI,00246W103,US00246W1036,2247979,,,,,1,07jul2011,04may2012,302,,nan,nan,nan,DE0001136208,4371597,1,,,,
DIRECTA PLUS PLC,2023,2790,DCTA,GB00BSM98843,2003,51.507565,-.136411,1,09sep2023,09sep2023,0,,nan,nan,nan,nan,BPTK4T2,,,,,1,07aug2023,07aug2023,0,,nan,nan,nan,DE0001136208,4371597,1,,,,
LPA GROUP PLC,2021,2712,LPA,GB0007320806,1961,52.020704,.255853,1,,,,,,,,,,,,,,,22apr2021,15sep2021,146,,nan,nan,nan,DE0001136208,4371597,1,,,,
RENISHAW PLC,2020,2651,RSW,GB0007323586,04apr1973,51.634922,-2.380663,1,27apr2020,14may2021,382,,BAE Systems Plc,BA,G06940103,GB0002634946,0263494,201010,20101010,51.385258,-.89736497,2,31aug2020,31aug2020,0,,University of Cardiff,nan,nan,DE0001136208,4371597,1,,,,
RENISHAW PLC,2020,2651,RSW,GB0007323586,04apr1973,51.634922,-2.380663,1,12mar2020,12mar2020,0,,"Dentsply Sirona, Inc.",XRAY,24906P109,US24906P1093,BYNPPC6,,,,,1,31aug2020,31aug2020,0,,Metrology Software Products Ltd.,nan,nan,DE0001136208,4371597,1,,,,
SMITHS GROUP PLC,2016,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,16jun2016,16jun2016,0,,The Weir Group Plc,WEIR,G95248137,GB0009465807,0946580,201060,20106020,55.862724,-4.2553053,1,18nov2016,04jan2017,47,,nan,nan,nan,DE0001136208,4371597,1,,,,
OXFORD INSTRUMENTS PLC,2013,2651,OXIG,GB0006650450,30sep1963,51.695371,-1.353309,1,18jan2013,18jan2013,0,,nan,nan,nan,nan,BPTK4T2,,,,,1,24sep2013,01sep2014,342,,Chalmers University of Technology,nan,nan,DE0001136208,4371597,1,,,,
SMART METERING SYSTEMS LIMITED,2017,2651,SMS,GB00B4X1RC86,27oct2009,55.861427,-4.25437,1,27sep2017,27sep2017,0,,ServicePower Technologies Ltd.,SVR,G8053K107,GB0003831095,0383109,,,,,1,19sep2017,02oct2018,378,,Mobile Broadband Network Ltd.,nan,nan,DE0001136208,4371597,2,,,,
SMITHS GROUP PLC,2015,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,02mar2015,21feb2019,1452,,Dover Corp.,DOV,260003108,US2600031080,2278407,,,,,2,29dec2015,29dec2015,0,,Metallized Carbon Corp.,nan,nan,DE0001136208,4371597,1,,,,
RASPBERRY PI HOLDINGS PLC,2024,2620,RPI,GB00BS3DYQ52,2024,52.23743,.144855,1,,,,,,,,,,,,,,,08oct2024,01jan4000,721438,,Videquus AB,nan,nan,DE0001136208,4371597,2,,,,
DISCOVERIE GROUP PLC,2016,2611,DSCV,GB0000055888,09apr1986,51.239613,-.613774,1,17oct2016,01jan4000,724351,,"ROHM Co., Ltd.",6963,J65328122,JP3982800009,6747204,,,,,2,10oct2016,26sep2017,351,,Government of France,nan,nan,DE0001136208,4371597,1,,,,
TRANSENSE TECHNOLOGIES PLC,2019,2651,TRT,GB00BDHDTH21,1985,51.879384,-1.231534,1,,,,,,,,,,,,,,,07mar2019,21oct2020,594,,nan,nan,nan,DE0001136208,4371597,2,,,,
RENISHAW PLC,2024,2651,RSW,GB0007323586,04apr1973,51.634922,-2.380663,1,15jan2024,15jan2024,0,,Gooch & Housego Plc,GHH,G3977E105,GB0002259116,0225911,,,,,1,02oct2024,02oct2024,0,,LK Metrology Group Ltd.,nan,nan,DE0001136208,4371597,1,,,,
SENSATA TECHNOLOGIES HOLDING PLC,2024,2651,ST,GB00BFMBMT84,04aug2017,51.538072,-1.886227,1,07may2024,07may2024,0,,"Essence Fastening Systems (Shanghai) Co., Ltd.",301005,Y2S0RW109,CNE100004LG1,BLNLNN0,251010,25101010,31.388639,121.26305,1,01mar2024,01mar2024,0,,NIRA Dynamics AB,nan,nan,DE0001136208,4371597,1,,,,
RENISHAW PLC,2014,2651,RSW,GB0007323586,04apr1973,51.634922,-2.380663,1,05feb2014,15jan2024,3631,,Gooch & Housego Plc,GHH,G3977E105,GB0002259116,0225911,,,,,2,22oct2014,22oct2014,0,,Swansea University,nan,nan,DE0001136208,4371597,1,,,,
TIME FINANCE PLC,2019,2790,TIME,GB00BCDBXK43,2006,51.378195,-2.368084,1,,,,,,,,,,,,,,,14oct2019,04oct2021,721,,nan,nan,nan,DE0001136208,4371597,2,,,,
RENISHAW PLC,2012,2651,RSW,GB0007323586,04apr1973,51.634922,-2.380663,1,31aug2012,18mar2013,199,,Chemring Group Plc,CHG,G20860139,GB00B45C9X44,B45C9X4,,,,,1,29nov2012,29nov2012,0,,University of Strathclyde,nan,nan,DE0001136208,4371597,1,,,,
SMITHS GROUP PLC,2020,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,21jul2020,07aug2022,747,,Management Consulting Group Plc,MMC,G5775H107,GB0001979029,0197902,202020,20202020,51.514999,-.1007254,2,16oct2020,20oct2021,369,,nan,nan,nan,DE0001136208,4371597,2,,,,
RASPBERRY PI HOLDINGS PLC,2024,2620,RPI,GB00BS3DYQ52,2024,52.23743,.144855,1,,,,,,,,,,,,,,,07oct2024,01jan4000,721439,,Akasa (Europe) Ltd.,nan,nan,DE0001136208,4371597,2,,,,
DIRECTA PLUS PLC,2024,2790,DCTA,GB00BSM98843,2003,51.507565,-.136411,1,,,,,,,,,,,,,,,04jul2024,01jan4000,721534,,"The Spectrum Group Ltd., Inc.",nan,nan,DE0001136208,4371597,2,,,,
SMITHS GROUP PLC,2019,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,02apr2019,02apr2019,0,,nan,nan,nan,nan,BPTK4T2,,,,,1,16oct2019,20oct2021,735,,HYDAC INTERNATIONAL GmbH,nan,nan,DE0001136208,4371597,2,,,,
GOOCH & HOUSEGO PLC,2014,2670,GHH,GB0002259116,12dec1953,50.916624,-2.914079,1,,,,,,,,,,,,,,,06feb2014,15jan2024,3630,,University of California,nan,nan,DE0001136208,4371597,2,,,,
IQE PLC,2023,2611,IQE,GB0009619924,01apr1999,51.530931,-3.087987,1,05jun2023,05jun2023,0,,Peel Hunt Ltd.,PEEL,G705AF102,GG00BLGZJW08,BLGZJW0,,,,,1,06feb2023,06feb2023,0,,Compagnie Lombard Odier SCmA,nan,nan,DE0001136208,4371597,1,,,,
IQE PLC,2011,2611,IQE,GB0009619924,01apr1999,51.530931,-3.087987,1,15jul2011,15jul2011,0,,"AXT, Inc.",AXTI,00246W103,US00246W1036,2247979,,,,,1,06jul2011,04may2012,303,,Sivers Photonics Ltd.,nan,nan,DE0001136208,4371597,1,,,,
MS INTERNATIONAL PLC,2016,2790,MSI,GB0005957005,24mar1960,53.503362,-1.12476,1,,,,,,,,,,,,,,,22aug2016,21nov2018,821,,ASDA Express Ltd.,nan,nan,DE0001136208,4371597,2,,,,
PEBBLE BEACH SYSTEMS GROUP PLC,2017,2630,PEB,GB0001482891,2000,51.341725,-.463947,1,21apr2017,01jan4000,724165,,"Norsat International, Inc.",NII,656512209,CA6565122091,BVG5TQ4,,,,,2,22aug2017,02nov2018,437,,Tecnologias Digitales Audiovisuales SL,nan,nan,DE0001136208,4371597,2,,,,
PEBBLE BEACH SYSTEMS GROUP PLC,2020,2630,PEB,GB0001482891,2000,51.341725,-.463947,1,22may2020,22may2020,0,,EVS Broadcast Equipment SA,EVS,B3883A119,BE0003820371,B08CHG2,452010,45201020,50.591934,5.5572438,1,29feb2020,29feb2020,0,,nan,nan,nan,DE0001136208,4371597,1,,,,
SMITHS GROUP PLC,2022,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,07aug2022,07aug2022,0,,Flowserve Corp.,FLS,34354P105,US34354P1057,2288406,,,,,1,07aug2022,10aug2022,3,,Zamor KG,nan,nan,DE0001136208,4371597,1,,,,
SMART METERING SYSTEMS LIMITED,2018,2651,SMS,GB00B4X1RC86,27oct2009,55.861427,-4.25437,1,,,,,,,,,,,,,,,02oct2018,17jun2019,258,,nan,nan,nan,DE0001136208,4371597,1,,,,
SMITHS GROUP PLC,2016,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,31may2016,10jul2017,405,,SeAH Holdings Corp.,058650,Y7T44Z107,KR7058650003,6382263,151040,15104050,37.55024,126.91396,2,07jan2016,07jan2016,0,,nan,nan,nan,DE0001136208,4371597,1,,,,
MAINTEL HOLDINGS PLC,2024,2630,MAI,GB00B046YG73,02apr1996,51.501429,-.104256,1,19nov2024,01jan4000,721396,,Netcall Plc,NET,G6426K101,GB0000060532,0006053,,,,,2,28may2024,01jan4000,721571,,Old AMGL Interests 2 Ltd,nan,nan,DE0001136208,4371597,2,,,,
CSR LIMITED,2017,2630,CSR,GB0034147388,26mar2001,52.229838,.149453,1,03aug2017,03aug2017,0,,Peerless Systems Corp.,PRLS,705536100,US7055361007,2708261,,,,,1,03aug2017,03aug2017,0,,"Future Electronics, Inc.",nan,nan,DE0001136208,4371597,1,,,,
CYANCONNODE HOLDINGS PLC,2021,2611,CYAN,GB00BF93WP34,2002,52.23228,.15117,1,,,,,,,,,,,,,,,12aug2021,13sep2022,397,,nan,nan,nan,DE0001136208,4371597,2,,,,
MAINTEL HOLDINGS PLC,2024,2630,MAI,GB00B046YG73,02apr1996,51.501429,-.104256,1,19nov2024,01jan4000,721396,,Netcall Plc,NET,G6426K101,GB0000060532,0006053,,,,,2,28may2024,01jan4000,721571,,ASC Technologies AG,nan,nan,DE0001136208,4371597,2,,,,
DISCOVERIE GROUP PLC,2016,2611,DSCV,GB0000055888,09apr1986,51.239613,-.613774,1,17oct2016,01jan4000,724351,,"ROHM Co., Ltd.",6963,J65328122,JP3982800009,6747204,,,,,2,10oct2016,26sep2017,351,,Gowanda Holdings LLC,nan,nan,DE0001136208,4371597,1,,,,
MAINTEL HOLDINGS PLC,2024,2630,MAI,GB00B046YG73,02apr1996,51.501429,-.104256,1,19nov2024,01jan4000,721396,,Netcall Plc,NET,G6426K101,GB0000060532,0006053,,,,,2,28may2024,01jan4000,721571,,Crown Commercial Service,nan,nan,DE0001136208,4371597,2,,,,
CHECKIT PLC,2021,2611,CKT,GB00B0C5RG72,1948,52.20885,.090463,1,29jul2021,29jul2021,0,,Boreo Oyj,BOREO,X9863X108,FI0009900724,4767903,452030,45203030,60.296345,24.924606,1,26may2021,29may2023,733,,nan,nan,nan,DE0001136208,4371597,2,,,,
CONCURRENT TECHNOLOGIES PLC,2023,2620,CNC,GB0002183191,1985,51.921674,.9241,1,,,,,,,,,,,,,,,14jul2023,14jul2023,0,,TenAsys Corp.,nan,nan,DE0001136208,4371597,1,,,,
PEBBLE BEACH SYSTEMS GROUP PLC,2019,2630,PEB,GB0001482891,2000,51.341725,-.463947,1,04apr2019,04apr2019,0,,"Harmonic, Inc.",HLIT,413160102,US4131601027,2510659,,,,,1,27jul2019,30oct2020,461,,Albert Bonnier AB,nan,nan,DE0001136208,4371597,2,,,,
RASPBERRY PI HOLDINGS PLC,2024,2620,RPI,GB00BS3DYQ52,2024,52.23743,.144855,1,,,,,,,,,,,,,,,08oct2024,01jan4000,721438,,Pi Modules,nan,nan,DE0001136208,4371597,2,,,,
ITM POWER PLC,2021,2790,ITM,GB00B0130H42,2004,53.398204,-1.443225,1,22apr2021,13oct2022,539,,SNAM SpA,SRG,T8578N103,IT0003153415,7251470,551020,55102010,45.42329,9.2615328,2,12oct2021,12oct2021,0,,Element Energy Holdings Ltd.,nan,nan,DE0001136208,4371597,1,,,,
RASPBERRY PI HOLDINGS PLC,2024,2620,RPI,GB00BS3DYQ52,2024,52.23743,.144855,1,,,,,,,,,,,,,,,07oct2024,01jan4000,721439,,Variscite Ltd.,nan,nan,DE0001136208,4371597,2,,,,
RASPBERRY PI HOLDINGS PLC,2024,2620,RPI,GB00BS3DYQ52,2024,52.23743,.144855,1,,,,,,,,,,,,,,,08oct2024,01jan4000,721438,,Great British Systems Ltd.,nan,nan,DE0001136208,4371597,2,,,,
RENISHAW PLC,2012,2651,RSW,GB0007323586,04apr1973,51.634922,-2.380663,1,31aug2012,18mar2013,199,,Chemring Group Plc,CHG,G20860139,GB00B45C9X44,B45C9X4,,,,,1,29nov2012,29nov2012,0,,Sewtec Automation Ltd.,nan,nan,DE0001136208,4371597,1,,,,
RENISHAW PLC,2012,2651,RSW,GB0007323586,04apr1973,51.634922,-2.380663,1,31aug2012,18mar2013,199,,Chemring Group Plc,CHG,G20860139,GB00B45C9X44,B45C9X4,,,,,1,29nov2012,29nov2012,0,,National Health Service,nan,nan,DE0001136208,4371597,1,,,,
MAINTEL HOLDINGS PLC,2024,2630,MAI,GB00B046YG73,02apr1996,51.501429,-.104256,1,19nov2024,01jan4000,721396,,Netcall Plc,NET,G6426K101,GB0000060532,0006053,,,,,2,28may2024,28may2024,0,,Betsi Cadwaladr University Health Board,nan,nan,DE0001136208,4371597,1,,,,
CHECKIT PLC,2024,2611,CKT,GB00B0C5RG72,1948,52.20885,.090463,1,,,,,,,,,,,,,,,16jul2024,01jan4000,721522,,D&A (UK) Holdings Ltd.,nan,nan,DE0001136208,4371597,2,,,,
MAINTEL HOLDINGS PLC,2024,2630,MAI,GB00B046YG73,02apr1996,51.501429,-.104256,1,19nov2024,01jan4000,721396,,Netcall Plc,NET,G6426K101,GB0000060532,0006053,,,,,2,28may2024,01jan4000,721571,,Garfunkelux SARL,nan,nan,DE0001136208,4371597,2,,,,
CROMA SECURITY SOLUTIONS GROUP PLC,2024,2651,CSSG,GB00B5MJV178,12apr1996,50.877333,-1.254784,1,,,,,,,,,,,,,,,11nov2024,01jan4000,721404,,"Ajax Systems, Inc.",nan,nan,DE0001136208,4371597,2,,,,
SENSATA TECHNOLOGIES HOLDING PLC,2018,2651,ST,GB00BFMBMT84,04aug2017,51.538072,-1.886227,1,04apr2018,28aug2018,146,,X-FAB Silicon Foundries SE,XFAB,B9901Z101,BE0974310428,BD97P41,453010,45301020,51.069229,5.1442275,1,04apr2018,05apr2018,1,,"Ubukata Industries Co., Ltd.",nan,nan,DE0001136208,4371597,1,,,,
RENISHAW PLC,2012,2651,RSW,GB0007323586,04apr1973,51.634922,-2.380663,1,31aug2012,18mar2013,199,,Chemring Group Plc,CHG,G20860139,GB00B45C9X44,B45C9X4,,,,,1,29nov2012,29nov2012,0,,Manbar Technology Ltd.,nan,nan,DE0001136208,4371597,1,,,,
SENSATA TECHNOLOGIES HOLDING PLC,2018,2651,ST,GB00BFMBMT84,04aug2017,51.538072,-1.886227,1,04apr2018,05apr2018,1,,"Renesas Electronics America, Inc.",IDTI,458118106,US4581181066,2462437,,,,,1,05apr2018,05apr2018,0,,Samsung Group,nan,nan,DE0001136208,4371597,1,,,,
RENISHAW PLC,2011,2651,RSW,GB0007323586,04apr1973,51.634922,-2.380663,1,17feb2011,07may2011,79,,nan,nan,nan,nan,BPTK4T2,,,,,1,06jul2011,29nov2012,512,,National Health Service,nan,nan,DE0001136208,4371597,2,,,,
TT ELECTRONICS PLC,2017,2611,TTG,GB0008711763,16jan1906,51.320648,-.55881,1,06mar2017,06mar2017,0,,CTS Corp.,CTS,126501105,US1265011056,2239244,,,,,1,27sep2017,14may2019,594,,"Astron Electronics, Inc.",nan,nan,DE0001136208,4371597,2,,,,
RASPBERRY PI HOLDINGS PLC,2024,2620,RPI,GB00BS3DYQ52,2024,52.23743,.144855,1,,,,,,,,,,,,,,,11oct2024,01jan4000,721435,,Dynamic Pixels Ltd.,nan,nan,DE0001136208,4371597,2,,,,
RASPBERRY PI HOLDINGS PLC,2024,2620,RPI,GB00BS3DYQ52,2024,52.23743,.144855,1,,,,,,,,,,,,,,,07oct2024,01jan4000,721439,,Raspberry Pi Foundation,nan,nan,DE0001136208,4371597,2,,,,
DISCOVERIE GROUP PLC,2017,2611,DSCV,GB0000055888,09apr1986,51.239613,-.613774,1,03aug2017,03aug2017,0,,eASIC Corp.,nan,FDS0BCYY7,nan,BPTK4T2,,,,,1,26sep2017,26sep2017,0,,Government of France,nan,nan,DE0001136208,4371597,1,,,,
RASPBERRY PI HOLDINGS PLC,2024,2620,RPI,GB00BS3DYQ52,2024,52.23743,.144855,1,,,,,,,,,,,,,,,04oct2024,01jan4000,721442,,Cool Components Ltd.,nan,nan,DE0001136208,4371597,2,,,,
SYNECTICS PLC,2016,2611,SNX,GB0007156838,1983,52.276314,-1.895622,1,,,,,,,,,,,,,,,02nov2016,02nov2016,0,,Wrights Group Ltd.,nan,nan,DE0001136208,4371597,1,,,,
SMITHS GROUP PLC,2011,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,26apr2011,09dec2011,227,,"Spectrum Control, Inc.",SPEC.XX2,847615101,US8476151019,2833152,,,,,1,04nov2011,04nov2011,0,,nan,nan,nan,DE0001136208,4371597,1,,,,
RASPBERRY PI HOLDINGS PLC,2024,2620,RPI,GB00BS3DYQ52,2024,52.23743,.144855,1,,,,,,,,,,,,,,,11oct2024,01jan4000,721435,,Robotistan,nan,nan,DE0001136208,4371597,2,,,,
VIDENDUM PLC,2011,2670,VID,GB0009296665,30jan1928,51.458212,-.30589,1,19apr2011,19apr2011,0,,Ciena Corp.,CIEN,171779309,US1717793095,B1FLZ21,,,,,1,25jun2011,10aug2012,412,,"Professional Video & Tape, Inc.",nan,nan,DE0001136208,4371597,2,,,,
BRAVE BISON GROUP PLC,2020,2630,BBSN,GB00BF8HJ774,2013,51.513419,-.12457,1,,,,,,,,,,,,,,,20oct2020,20oct2020,0,,nan,nan,nan,DE0001136208,4371597,1,,,,
IQE PLC,2012,2611,IQE,GB0009619924,01apr1999,51.530931,-3.087987,1,25apr2012,25apr2013,365,18,"AXT, Inc.",AXTI,00246W103,US00246W1036,2247979,,,,,1,04may2012,04may2012,0,,FAB Detect AB,nan,nan,DE0001136208,4371597,1,,,,
RASPBERRY PI HOLDINGS PLC,2024,2620,RPI,GB00BS3DYQ52,2024,52.23743,.144855,1,,,,,,,,,,,,,,,08oct2024,01jan4000,721438,,TYMIQ GmbH,nan,nan,DE0001136208,4371597,2,,,,
JUDGES SCIENTIFIC PLC,2022,2651,JDG,GB0032398678,21nov2002,51.504235,-.091517,1,10oct2022,10oct2022,0,,Ellipsiz Ltd.,BIX,Y2289X140,SG1CA2000000,BZ161D1,,,,,1,21apr2022,01jan4000,722339,,Diamond Light Source Ltd.,nan,nan,DE0001136208,4371597,2,,,,
SMITHS GROUP PLC,2015,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,11mar2015,11mar2015,0,,Knowles Corp.,KN,49926D109,US49926D1090,BJTD9L6,,,,,1,23mar2015,04jan2016,287,,nan,nan,nan,DE0001136208,4371597,1,,,,
SMITHS GROUP PLC,2020,2651,SMIN,GB00B1WY2338,15jul1914,51.507565,-.136411,1,24mar2020,07aug2022,866,,"Covetrus, Inc.",CVET,22304C100,US22304C1009,BHZSB82,,,,,2,16oct2020,07aug2022,660,,Incheon International Airport Corp.,nan,nan,DE0001136208,4371597,2,,,,
LIVANOVA PLC,2017,2660,LIVN,GB00BYMT0J19,20feb2015,51.516753,-.179204,1,09mar2017,24feb2021,1448,,Integer Holdings Corp.,ITGR,45826H109,US45826H1095,BD06LM7,,,,,2,25apr2017,25apr2017,0,,cerbomed GmbH,nan,nan,DE0001136208,4371597,1,,,,
TT ELECTRONICS PLC,2016,2611,TTG,GB0008711763,16jan1906,51.320648,-.55881,1,21sep2016,26may2020,1343,,Serial System Ltd.,S69,Y7672T101,SG1E36851343,6815617,452030,45203030,1.33226,103.89717,2,13jun2016,13jun2016,0,,North Atlantic Treaty Organisation,nan,nan,DE0001136208,4371597,1,,,,
LPA GROUP PLC,2021,2712,LPA,GB0007320806,1961,52.020704,.255853,1,,,,,,,,,,,,,,,04mar2021,22feb2022,355,,nan,nan,nan,DE0001136208,4371597,1,,,,
DIALIGHT PLC,2012,2611,DIA,GB0033057794,28mar1990,51.515264,-.083994,1,,,,,,,,,,,,,,,27aug2012,27aug2012,0,,SME Eurofinance Group Ltd.,nan,nan,DE0001136208,4371597,1,,,,
SYNECTICS PLC,2019,2611,SNX,GB0007156838,1983,52.276314,-1.895622,1,31dec2019,31dec2019,0,,"Rockwell Collins, Inc.",COL,774341101,US7743411016,2767228,,,,,1,01apr2019,01apr2019,0,,nan,nan,nan,DE0001136208,4371597,1,,,,
LIVANOVA PLC,2020,2660,LIVN,GB00BYMT0J19,20feb2015,51.516753,-.179204,1,01jul2020,01jan4000,722998,,"ABIOMED, Inc.",ABMD,003654100,US0036541003,2003698,,,,,2,09apr2020,09apr2020,0,,Verily Life Sciences LLC,nan,nan,DE0001136208,4371597,1,,,,
OPTOS PUBLIC LIMITED COMPANY,2011,2670,OPTS,GB00B0WHW246,26aug1992,56.048541,-3.427913,1,14jun2011,14jun2011,0,,"Xilinx, Inc.",XLNX,983919101,US9839191015,2985677,,,,,1,07jan2011,29oct2012,661,,nan,nan,nan,DE0001136208,4371597,2,,,,
TT ELECTRONICS PLC,2019,2611,TTG,GB0008711763,16jan1906,51.320648,-.55881,1,23sep2019,09jun2020,260,,WPG Holdings Ltd.,3702,Y9698R101,TW0003702007,B0P6L87,452030,45203030,25.059866,121.61545,1,14may2019,14may2019,0,,Astute Electronics Ltd.,nan,nan,DE0001136208,4371597,1,,,,
TIME FINANCE PLC,2016,2790,TIME,GB00BCDBXK43,2006,51.378195,-2.368084,1,,,,,,,,,,,,,,,14oct2016,31may2017,229,,nan,nan,nan,DE0001136208,4371597,1,,,,
VIDENDUM PLC,2012,2670,VID,GB0009296665,30jan1928,51.458212,-.30589,1,,,,,,,,,,,,,,,10aug2012,10aug2012,0,,"Human Circuit, Inc.",nan,nan,DE0001136208,4371597,1,,,,
